"Points:0","Points:1","Points:2"
-0.000511,0.006718,-0.002255
0.000513,0.005534,-0.001995
0.001636,0.005652,-0.001873
0.000433,0.006432,-0.001855
0.000992,0.006411,-0.001951
-0.019823,0.007744,-0.00245
-0.01933,0.007363,-0.002065
-0.019156,0.007813,-0.002189
-0.019828,0.007234,-0.001435
-0.019915,0.008003,-0.001358
-0.018481,0.007148,-0.002447
-0.018311,0.00791,-0.002047
-0.017979,0.007768,-0.002069
-0.017504,0.007229,-0.002421
-0.016621,0.006934,-0.001789
-0.016981,0.008023,-0.002375
-0.015459,0.006859,-0.001604
-0.015416,0.007346,-0.001846
-0.014836,0.007172,-0.002334
-0.014317,0.007909,-0.00213
-0.013925,0.00728,-0.001765
-0.013795,0.007803,-0.002336
-0.012548,0.006791,-0.002464
-0.013126,0.007978,-0.001812
-0.012983,0.007293,-0.002091
-0.011391,0.006936,-0.001579
-0.012089,0.007882,-0.002425
-0.01201,0.00702,-0.002433
-0.011625,0.007435,-0.001524
-0.011455,0.007623,-0.001359
-0.010973,0.006832,-0.002351
-0.010352,0.006785,-0.002105
-0.010504,0.007787,-0.002406
-0.01019,0.00728,-0.001853
-0.00967,0.007112,-0.002257
-0.009521,0.008007,-0.002178
-0.008811,0.007615,-0.001985
-0.008112,0.007164,-0.002287
-0.008278,0.00755,-0.00205
-0.007824,0.007913,-0.002312
-0.007486,0.007647,-0.001974
-0.007084,0.007324,-0.002059
-0.006588,0.007705,-0.00162
-0.006547,0.007854,-0.002365
-0.003993,0.00682,-0.001627
-0.004417,0.007504,-0.001963
-0.003973,0.007948,-0.001367
-0.002358,0.006894,-0.001842
-0.003064,0.007707,-0.001825
-0.002829,0.006922,-0.002243
-0.001221,0.007194,-0.002197
-0.00138,0.006802,-0.001323
-0.000639,0.007365,-0.00151
0.000496,0.006952,-0.001337
-0.018777,0.008159,-0.002222
-0.019963,0.008599,-0.002284
-0.019453,0.009151,-0.001982
-0.019096,0.008764,-0.002112
-0.018695,0.00857,-0.00225
-0.018212,0.008292,-0.001599
-0.01775,0.009105,-0.001439
-0.017012,0.008087,-0.00152
-0.016495,0.008109,-0.002119
-0.016979,0.009254,-0.002461
-0.016297,0.008612,-0.002318
-0.015616,0.008078,-0.001688
-0.015935,0.00856,-0.001934
-0.015748,0.008555,-0.001432
-0.014523,0.008219,-0.001622
-0.014582,0.009266,-0.001996
-0.01405,0.009104,-0.001904
-0.013042,0.008649,-0.001546
-0.0128,0.008831,-0.002129
-0.011938,0.008433,-0.001484
-0.012097,0.008905,-0.001366
-0.010928,0.008258,-0.001616
-0.010607,0.009033,-0.002286
-0.009865,0.008361,-0.001636
-0.010179,0.008378,-0.001346
-0.009101,0.00819,-0.001328
-0.008504,0.008835,-0.002153
-0.007252,0.008559,-0.001532
-0.006975,0.008234,-0.001364
-0.006716,0.008501,-0.002116
-0.006142,0.008272,-0.001455
-0.00482,0.008734,-0.001938
-0.004328,0.00818,-0.001827
-0.003878,0.008664,-0.00146
-0.003163,0.008296,-0.001325
-0.001238,0.008922,-0.00151
-0.019944,0.009397,-0.001404
-0.019624,0.009574,-0.002285
-0.019123,0.010004,-0.00238
-0.018853,0.009742,-0.002031
-0.018195,0.010237,-0.001782
-0.01752,0.010215,-0.001827
-0.016448,0.009432,-0.00149
-0.016702,0.009907,-0.001808
-0.015652,0.009515,-0.002379
-0.015171,0.009792,-0.001454
-0.014866,0.010384,-0.001658
-0.012407,0.010432,-0.001532
-0.007448,0.010092,-0.001515
-0.005401,0.010007,-0.001524
-0.002894,0.009356,-0.001679
-0.01943,0.010739,-0.001507
-0.018136,0.010687,-0.002476
-0.01413,0.010775,-0.00134
-0.019177,0.011977,-0.001549
-0.019485,-0.006133,-0.001154
-0.01971,-0.004923,-0.000938
-0.018605,-0.004948,-0.000854
-0.017805,-0.004728,-0.00092
-0.017115,-0.005156,-0.001294
-0.016962,-0.005633,-0.000985
-0.016073,-0.005221,-0.001097
-0.015522,-0.00534,-0.001076
-0.015191,-0.004958,-0.000868
-0.014817,-0.004835,-0.001283
-0.018886,-0.003885,-0.001039
-0.018108,-0.00434,-0.001192
-0.016485,-0.003433,-0.000963
-0.016439,-0.004205,-0.001133
-0.01568,-0.003599,-0.000981
-0.015521,-0.004284,-0.001304
-0.013867,-0.004405,-0.000882
-0.013422,-0.004266,-0.001225
-0.012895,-0.003647,-0.000963
-0.012414,-0.004259,-0.001306
-0.011307,-0.004357,-0.001306
-0.010568,-0.003987,-0.001098
-0.009569,-0.004522,-0.001261
-0.009038,-0.003536,-0.000993
-0.008159,-0.003541,-0.001102
-0.007424,-0.00379,-0.001048
-0.006133,-0.004074,-0.001048
-0.004983,-0.00453,-0.001063
-0.005366,-0.003749,-0.001102
-0.003111,-0.004639,-0.00114
-0.002683,-0.003914,-0.001158
-0.001786,-0.004177,-0.001046
-0.000489,-0.003867,-0.001248
0.000217,-0.003453,-0.001258
-0.019775,-0.002939,-0.001213
-0.019168,-0.00271,-0.001199
-0.018236,-0.002761,-0.001269
-0.01736,-0.003084,-0.000726
-0.014977,-0.003421,-0.001127
-0.015848,-0.002562,-0.001107
-0.015005,-0.002376,-0.001006
-0.01478,-0.00317,-0.001284
-0.013774,-0.002872,-0.001205
-0.013513,-0.003277,-0.001192
-0.011663,-0.003311,-0.000982
-0.012047,-0.002576,-0.001073
-0.010475,-0.002997,-0.001126
-0.009913,-0.002224,-0.001232
-0.009473,-0.002989,-0.001285
-0.00884,-0.00291,-0.00116
-0.004584,-0.003205,-0.001044
-0.003782,-0.0029,-0.001044
