"Points:0","Points:1","Points:2"
-1.52180e-02,1.37700e-03,-1.52800e-03
-1.48940e-02,5.94000e-04,-1.49100e-03
-1.36760e-02,1.53600e-03,-1.15400e-03
-1.18030e-02,1.98900e-03,-6.38000e-04
-1.14590e-02,1.87800e-03,-1.67400e-03
-8.84600e-03,8.75000e-04,-1.53300e-03
-8.32600e-03,8.34000e-04,-8.36000e-04
-6.97700e-03,1.41800e-03,-6.97000e-04
-5.55000e-03,4.42000e-04,-5.88000e-04
-3.50900e-03,7.80000e-04,-1.55600e-03
-3.74900e-03,1.70900e-03,-1.30500e-03
-2.16400e-03,1.79900e-03,-1.42300e-03
3.03000e-04,1.54400e-03,-1.59300e-03
3.43800e-03,1.37100e-03,-1.30000e-03
6.10400e-03,7.43000e-04,-1.69900e-03
5.75700e-03,1.30500e-03,-1.34800e-03
-2.22800e-02,2.51200e-03,-4.25000e-04
-2.13870e-02,2.44600e-03,-1.22400e-03
-2.14440e-02,3.13400e-03,-4.33000e-04
-1.95700e-02,3.68000e-03,-1.14200e-03
-1.90040e-02,2.80400e-03,-1.06400e-03
-1.75180e-02,3.22900e-03,-1.71100e-03
-1.69720e-02,3.71100e-03,-1.64500e-03
-1.53180e-02,3.55200e-03,-1.23300e-03
-1.55170e-02,2.52600e-03,-1.03100e-03
-1.42740e-02,3.01800e-03,-1.63200e-03
-1.31780e-02,2.59800e-03,-5.44000e-04
-1.05730e-02,2.32800e-03,-6.92000e-04
-1.02900e-02,3.13200e-03,-5.31000e-04
-8.91100e-03,2.57800e-03,-1.41200e-03
-8.14200e-03,3.19500e-03,-1.64900e-03
-9.76900e-03,2.40500e-03,-6.75000e-04
-6.54500e-03,2.77900e-03,-1.30700e-03
-7.90100e-03,3.12500e-03,-1.03100e-03
-6.46800e-03,2.24200e-03,-5.19000e-04
-6.36400e-03,3.76700e-03,-1.64500e-03
-5.61200e-03,3.65200e-03,-1.59200e-03
-5.19800e-03,2.65700e-03,-5.51000e-04
-3.23400e-03,3.24200e-03,-7.17000e-04
-2.46900e-03,3.40900e-03,-1.70100e-03
-1.46000e-03,3.14200e-03,-7.70000e-04
2.16000e-04,3.49400e-03,-1.05200e-03
1.75700e-03,2.46400e-03,-1.46000e-03
4.98000e-03,2.81900e-03,-1.11900e-03
-2.31570e-02,3.80400e-03,-1.69900e-03
-2.20760e-02,4.38800e-03,-1.25600e-03
-2.18690e-02,5.39100e-03,-1.64100e-03
-2.32420e-02,5.42800e-03,-1.07300e-03
-2.13660e-02,3.93400e-03,-4.22000e-04
-2.01450e-02,4.18500e-03,-7.51000e-04
-1.99350e-02,5.42600e-03,-1.34400e-03
-1.95000e-02,4.59000e-03,-5.13000e-04
-1.89720e-02,4.96300e-03,-8.83000e-04
-1.80430e-02,4.70400e-03,-8.15000e-04
-1.49580e-02,5.02300e-03,-1.62000e-03
-1.61230e-02,4.58500e-03,-1.05700e-03
-1.36860e-02,4.16100e-03,-1.61800e-03
-1.41370e-02,5.08200e-03,-7.83000e-04
-1.23330e-02,5.42000e-03,-1.39500e-03
-1.29890e-02,4.00100e-03,-7.65000e-04
-9.89400e-03,4.91900e-03,-1.25200e-03
-1.13340e-02,3.90400e-03,-6.29000e-04
-8.04800e-03,4.81400e-03,-1.00400e-03
-6.05600e-03,4.87700e-03,-9.85000e-04
-4.33300e-03,5.39700e-03,-1.56000e-03
-4.57300e-03,4.73700e-03,-6.75000e-04
-3.49200e-03,5.39400e-03,-9.62000e-04
-2.70800e-03,4.82600e-03,-8.70000e-04
-1.96400e-03,4.28100e-03,-9.43000e-04
-1.26800e-03,5.03800e-03,-1.22400e-03
-6.64000e-04,5.32700e-03,-6.97000e-04
4.78000e-04,4.72700e-03,-8.72000e-04
1.26100e-03,4.21000e-03,-9.34000e-04
1.70300e-03,5.44900e-03,-9.93000e-04
3.32000e-03,3.93100e-03,-1.09700e-03
4.15700e-03,4.89600e-03,-1.26400e-03
-2.13150e-02,6.62100e-03,-7.23000e-04
-1.86810e-02,5.60400e-03,-1.53200e-03
-1.76210e-02,5.61600e-03,-1.51100e-03
-1.71930e-02,6.59000e-03,-1.71000e-03
-1.79940e-02,5.62800e-03,-9.63000e-04
-1.67300e-02,7.17100e-03,-8.80000e-04
-1.53700e-02,6.60200e-03,-9.12000e-04
